Timestamp,Initials,Article,Volume,Issue,Page,Title and Subtitle,Artist/Photographer,Engraving Company,Type,Size,Orientation,Location on Page,Identity Groups pictured and named (or can be deduced),People pictured and named (or can be deduced),Groups/Organizations/Entities pictured and named (or can be deduced),Places pictured and named (or can be deduced),Activities pictured and named (or can be deduced),Flora and Fauna pictured and named (or can be deduced),Commodities pictured and named (or can be deduced),Technology/Transportation/Infrastructure/Built Environment pictured and named (or can be deduced),Natural Environment/Climate pictured and named (or can be deduced),Themes,3-4 Main Elements,Description,Additional Notes,Further Research Required?,Required Research Notes
8/5/2013 11:19:55,MB,A Sage-Brush Oasis,14,1,29,"The Lying-Press.
In the Artemisia Bindery.",N/A,N/A,Photograph,?,Not rotate,3; 4; 5; 6,N/A,N/A,Artemisia Bindery,N/A,book-binding,N/A,N/A,lying-press,N/A,Arts; Labor,Artemisia Bindery; lying-press; Arts; Labor,The lying-press in the Artemisia Bindery.,N/A,No,N/A
8/5/2013 11:22:26,MB,A Sage-Brush Oasis,14,1,30,N/A (appears to be cut off by the scan),N/A,N/A,Photograph,?,Rotate,1; 2; 3; 4; 5; 6,N/A,N/A,Artemisia Bindery,N/A,book-binding,N/A,N/A,N/A,N/A,Arts; Labor,Artemisia Bindery; Arts; Labor,A view of the Artemisia Bindery.,N/A,Yes,The caption for this image appears to be cut off in the scan: it would be a good idea to go to the original and determine the original caption and then adjust this information accordingly.
8/5/2013 11:25:42,MB,A Sage-Brush Oasis,14,1,31,The Binder.,N/A,N/A,Photograph,?,Not rotate,1; 2; 3; 4; 5; 6,book-binder,Idah M. Strobridge,Artemisia Bindery,N/A,posing,N/A,N/A,hammer,N/A,Arts; Labor,Idah M. Strobridge; Artemisia Bindery; Arts; Labor,"A portrait photograph of Idah M. Strobridge, posing for the camera and holding what appears to be a hammer in her hand.",N/A,Yes,Is there any way to determine if the object she is holding is indeed a hammer?
8/7/2013 11:02:45,JH,freestanding,14,1,67,"The Little Boy That Was. Amado Bandelier Lummis--Born Nov. 15, 1894; Died Dec. 25, 1900.",C.F.L.,n/a,photograph,,not rotate,1; 2; 3; 4; 5; 6;,boy; European American;,Amado Bandelier Lummis,n/a,n/a,n/a,n/a,n/a,n/a,rock;,Age--youth; Death; ,Amado Bandelier Lummis; Age--youth; Death,"This photograph is a portrait of Amado Bandelier Lummis, a boy (perhaps a relative of Charles Lummis) who died at age six.",n/a,No,
8/7/2013 11:05:26,JH,freestanding,14,1,68,18 Months Old,n/a,n/a,photograph,,rotate,3; 4; 5; 6; ,child; European American;,n/a,n/a,n/a,n/a,n/a,n/a,stroller;,n/a,Age--childhood;,Age--childhood;,"This photograph is a portrait of an 18-month-old child, perhaps Amado Bandelier Lummis also pictured in this issue.",n/a,No,
8/7/2013 11:07:11,JH,freestanding,14,1,68,"A Ventura Bud, 4 1/2 months old",n/a,n/a,photograph,,rotate,1; 2; 3; 4; ,child; European American;,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Age--childhood;,Age--childhood;,"This photograph is a portrait of a four-and-a-half-month-old child, perhaps Amado Bandelier Lummis also pictured in this issue.",n/a,No,
8/7/2013 11:10:16,JH,The Inner Harbor at San Pedro,14,1,70,Portion of Inner Harbor Looking Landward,n/a,n/a,photograph,,not rotate,1; 2; ,na,n/a,n/a,San Pedro; ,n/a,n/a,n/a,ship; shipping containers; buildings; harbor;,ocean; coast;,Economics--business; Location profile;,San Pedro; Economics--business; Location profile;,"This photograph depicts a portion of the inner harbor at San Pedro. The coast is lined with shipping containers and buildings, with ships docking in the harbor.",n/a,No,
8/7/2013 11:14:33,JH,The Inner Harbor at San Pedro,14,1,71,"Portion of the Present Inner Harbor, Showing the Entrance",n/a,n/a,photograph,,not rotate,1; 2;,n/s,n/s,n/s,San Pedro;,n/a,n/a,n/a,ships; dock; ,ocean;,Economics--business; Location profile;,Economics--business; Location Profile; San Pedro;,"This photograph depicts a portion of the inner harbor at San Pedro, including the entrance.",n/a,No,
8/7/2013 11:20:57,JH,The Inner Harbor at San Pedro,14,1,73,"Map of San Pedro Harbor of California: Survey of October and November 1899 made under the direction of Captain James J. Meyler, Corps of Engineers by F. C. Turner, Ass't. Eng'r. showing proposed improvements in the inner harbor.",n/a,n/a,map,,rotate,1; 2; 3; 4; 5; 6,engineer; ,Captain James J. Meyler; F. C. Turner; ,Corps of Engineers; government;,San Pedro; ,n/a,n/a,n/a,harbor; reservation;,n/a,Economics--development; Location profile; Domestic Policy,San Pedro; Economics--development; Location profile; Domestic Policy,"This image is a map of the San Pedro Harbor from November 1899, that includes proposed improvements to the inner harbor.",n/a,No,
8/7/2013 11:30:02,JH,The Inner Harbor at San Pedro,14,1,75,"How the Outer and Inner Harbor Will Look on Completion. 1. Pt. Firmin Light House. 2. Town of San Pedro. 3. Terminal Island, terminus of San Pedro, Los Angeles and Salt Lake Ry. 4. City of Long Beach. 5. City of Los Angeles. 6. Town of Wilmington. 7. San Pedro, Los Angeles and Salt Lake Ry. 8. Branch S. P. Ry. to Long Beach. 9 . Southern Pacific Ry. 10. Prospective electric line. 11. Basin of Inner Harbor. 12. Outer Harbor. 13. Southern...",n/a,n/a,drawing,,rotate,1; 2; 3; 4; 5; 6;,n/a,n/a,n/a,San Pedro; Los Angeles; Long Beach;,n/a,n/a,n/a,harbor; ships; docks;,ocean; coast;,Economics--development; Domestic Policy; Location Profile;,Economics--development; Domestic Policy; Location Profile; San Pedro;,"This image is a drawing of San Pedro harbor, showing proposed changes to the inner harbor.",n/a,No,
8/7/2013 11:52:26,JH,The Inner Harbor at San Pedro,14,1,76,Profile of the Outer Breakwater,n/a,n/a,drawing,,not rotate,3; 4; ,n/a,n/a,n/a,San Pedro;,n/a,N/A,N/A,harbor; breakwater; ,n/a,Economics--development; Location profile; domestic policy; ,Economics--development; Location profile; domestic policy; San Pedro;,This image is a diagram of the profile view of the outer breakwater at San Pedro harbor.,n/a,No,
8/7/2013 11:55:21,JH,Redlands,14,1,77,Across the Orange Groves,Everett,L.A. Eng. Co.,photograph,,not rotate,3; 4; 5; 6;,n/a,n/a,n/a,Redlands;,orange-growing;,orange trees; ,oranges;,orange groves;,trees; mountains;,Cultivation--agriculture; Location profile;,Cultivation--agriculture; Location profile; Redlands; Orange Groves;,"This photograph is a scenic view of Redlands, including orange groves.",n/a,No,
8/7/2013 11:58:54,JH,Redlands,14,1,78,San Bernardino And,n/a,L.A. Eng. Co.,photograph,,not rotate,1; 2; 3; 4;,n/a,n/a,n/a,San Bernardino,n/a,trees;,n/a,n/a,trees; mountains;,Location profile; Nature; ,Location profile; San Bernardino; Nature;,"This photograph depicts a scenic view of San Bernardino, which includes trees and mountains.",n/a,No,
8/7/2013 13:46:05,MB,Te Deum Laudamus,14,1,55,N/A,N/A (there appears to be an illegible signature on the drawing: perhaps it is legible in the original print copy),N/A,Drawing,?,Not rotate,5; 6,N/A,N/A,N/A,N/A,howling; death,wolf,skull,N/A,moon; tree; skull,Nature--wilderness; Death,wolf; howling; moon; skull,"A drawing of a wolf howling at the moon, with a skull clearly visible in the foreground.",N/A,Yes,Is it possible to read (and identify) what looks like a signature on the drawing?
8/7/2013 19:38:36,MB,That Which Is Written,14,1,66,N/A,N/A,N/A,Drawing,?,Not rotate,5; 6,N/A,N/A,N/A,N/A,N/A,quails; wheat,N/A,N/A,field,Nature,quails; wheat; field; Nature,A drawing of quails in what appears to be a field of wheat.,N/A,No,N/A
8/7/2013 21:41:19,AW,Just Climate,7,5,212,Just Climate (Where you can pick oranges or snowballs within 10 miles.) ,Maude,L. A. Eng. Co. ,photograph,,rotate,1; 2; 3; 4; 5; 6,n/a,n/a,n/a,California ,picking oranges; picking snowballs ,orange trees; grass,oranges,n/a,mountain; orange grove,Nature; Aesthetics; Leisure; Cultivation-agriculture; Happiness; Location Profile; Tourism,Nature; Aesthetics; California,Orange groves grow lush in the foreground of the image with snowy mountain tops in the background. The image shows the vast range of natural climate. ,,No,
8/7/2013 22:22:28,AW,Just Climate,7,5,213,A Glimpse of Santa Barbara ,Newton,C. M. Davis Eng. Co. ,photograph,,not rotated,5; 6,women; wealthy; carriage driver,n/a,n/a,"Santa Barbara, Cal.",carriage driving; carriage driving,horses; flowers,horse; carriage; flowers,horse drawn carriage; power lines; buildings ,n/a,Aesthetics; Class-wealth; Gender-femininity; Leisure; Success; Promotion,horse; carriage; Aesthetics; Leisure,The image shows a horse drawn carriage carrying young women in white with parasols. The background of the photograph shows the city of Santa Barbara. ,,No,
8/7/2013 22:55:08,AW,Just Climate,7,5,214,"In the ""Crown of the Valley."" ",Hill,L. A. Eng. Co. ,photograph,,rotated,1; 2; 3; 4; 5; 6,man,n/a,n/a,California,,yuka; trees,home; trees,home; driveway; fence,n/a,Aesthetics; Success; Happiness; US Regionalism; Location Profile; Tranquility,California; Aesthetics; Tranquility ,"The picture shows a nice home surrounded by a fence with a brick driveway. There are an abundance of trees, including yuka. ",,No,
8/7/2013 23:14:46,AW,Just Climate,7,5,215,Ten Miles Further Uphill: Alpine Tavern ,n/a,C. M. Davis Eng. Co.,photograph,,not rotated,3; 4; 5; 6 ,n/a,n/a,n/a,California,living,trees,home; fireplace,home; fireplace; window,snow; cold,Aesthetics; Development; US Regionalism; Success; Location Profile; Tranquility; Privacy,snow; Aesthetics; Tranquility,The image shows a cozy looking home covered in snow surrounded by trees and nature. The tranquil environment creates a feeling of tranquility and calm. ,,No,
8/8/2013 15:20:21,JH,Redlands,14,1,79,San Gorgonio Mts. from Redlands,A. T. Park,n/a,photograph,,not rotate,1; 2; 3; 4;,n/a,n/a,n/a,San Gorgonio Mts.; Redlands;,n/a,trees;,n/a,n/a,San Gorgonio Mts.; trees; ,Nature; Location Profile; ,"Nature; Location Profile; San Gorgonio Mts,; Redlands;","This photograph depicts the San Gogonio Mountains, as viewed from Redlands. Evergreen trees and a body of water stand between the photographer and the mountains.",n/a,No,
8/8/2013 15:23:53,JH,Redlands,14,1,80,Redlands and the San Bernardino Range from Canon Crest Park ,Everett,L.A. Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6;,n/a,n/a,n/a,San Bernardino Range; Redlands; Canon Crest Park;,n/a,trees; grass;,n/a,road; buildings; Canon Crest Park;,trees; San Bernardino Range; ,Nature; Location Profile;,Nature; Location Profile; Redlands; ,"This photograph depicts the San Bernardino mountain range and Redlands, as viewed from Canon Crest Park.",n/a,No,
8/8/2013 15:26:03,JH,Redlands,14,1,81,A Shady Promenade at the Casa Loma,Everett,L.A. Eng. Co.,photograph,,not rotate,3; 4; ,n/a,n/a,n/a,Casa Loma; Redlands;,n/a,trees; grass;,n/a,Casa Loma; promenade;,trees; grass;,Tourism--hospitality; Location profile;,Tourism--hospitality; Location profile; Casa Loma; Redlands;,"This photograph depicts the promenade, lined by trees, as the Casa Loma in Redlands.",n/a,No,
8/8/2013 15:29:34,JH,Redlands,14,1,82,Y.M.C.A. Building,n/a,L.A. Eng. Co.,photograph,,not rotate,3; 4; 5; 6; ,n/a,n/a,Y.M.C.A.,Y.M.C.A. Building; Redlands;,n/a,trees; grass;,n/a,Y.M.C.A. Building; sidewalk; lamppost,trees; grass;,Publics--organizational; Arts--architecture; Location profile; ,Publics--organizational; Location profile; Y.M. C. A.; Redlands;,"This photograph depicts the Y.M.C.A. building in Redlands, viewed from a distance. The photograph includes a sidewalk, lamppost, and part of an unidentified other building.",n/a,No,
8/8/2013 15:32:06,JH,Redlands,14,1,83,A Redlands Grammar School,Everett,L.A. Eng. Co.,photograph,,not rotate,1; 2; ,n/a,n/a,n/a,Redlands;,n/a,trees; shrubs;,n/a,Grammar School;,trees; shrubs;,Education--primary; Location profile; Arts--architecture;,Education--primary; Location profile; Arts--architecture; Redlands;,"This photograph depicts a grammar school in Redlands. The landscape surrounding the school includes trees and shrubs, which line a road.",n/a,No,
8/8/2013 15:34:32,JH,Redlands,14,1,83,Interior of one of the Financial Institutions,Everett,L.A. Eng. Co.,photograph,,not rotate,3; 4; 5; 6; ,n/a,n/a,n/a,Redlands;,n/a,n/a,n/a,Financial Institution;,n/a,Economics; Arts--architecture; Location Profile; ,Economics; Arts--architecture; Location Profile; Redlands;,"This photograph depicts the empty interior of one of Redlands ""financial institutions."" The photograph is oval-shaped, framed by an ornate border.",n/a,No,
8/8/2013 15:37:57,JH,Redlands,14,1,84,Amid Orange Blossoms and Palms,n/a,n/a,photograph,,not rotate,1; 2;,n/a,n/a,n/a,Redlands;,n/a,orange blossoms; palms;,n/a,building; wall; ,orange blossoms; palms;,Cultivation--agriculture; Nature; Location Profile;,Cultivation--agriculture; Nature; Location Profile; Redlands;,"This photograph depicts a large building, perhaps a home, behind a rock wall. The house is also surrounded by orange and palm trees.",n/a,No,
8/8/2013 15:40:34,JH,Redlands,14,1,84,Residence of Charles Putnam,n/a,n/a,,,not rotate,3; 5; 6;,n/a,Charles Putnam; ,n/a,Redlands;,n/a,trees; shrubs; horses;,n/a,residence;,trees; shrubs;,Standard of Living; Arts--architecture; Location profile;,Standard of Living; Arts--architecture; Location profile; Redlands;,This image depicts the residence of Charles Putnam in Redlands. The home is surrounded by dense vegetation.,,No,
8/8/2013 15:43:01,JH,Redlands,14,1,85,Winter Banks of Roses,n/a,n/a,photograph,,not rotate,1; 2; 3; 4;,n/a,n/a,n/a,Redlands;,n/a,roses;,n/a,houses;,roses;,Cultivation--horticulture; Location profile;,Cultivation--horticulture; Location profile; Roses; Redlands;,"This photograph depicts a row of houses, each decorated with rose bushes.",n/a,No,
8/8/2013 15:44:55,JH,Redlands,14,1,85,A Rose-Bordered Road,n/a,n/a,photograph,,not rotate,5; 6; ,n/a,n/a,n/a,Redlands;,n/a,rose;,n/a,road; ,rose,Cultivation--horticulture; Location profile; ,Cultivation--horticulture; Location profile; Rose; Redlands;,This photograph depicts a road line with rose bushes in Redlands.,n/a,No,
8/8/2013 15:51:26,JH,Redlands,14,1,85,"A Residence Avenue, Redlands",Everett,L.A. Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6;,n/a,n/a,n/a,Redlands;,n/a,dog; palm trees; shrubs;,n/a,power lines; avenue;,palms trees;,Location profile; Standard of Living;,Location profile; Standard of Living; Redlands;,This photograph depicts an avenue in a residential area of Redlands. A dog appears standing in the avenue. The avenue is lined with palm trees.,n/a,No,
8/8/2013 15:53:44,JH,Redlands,14,1,87,The Smiley Public Library,Everett,L.A. Eng. Co.,photograph,,not rotate,1; 2; ,n/a,n/a,n/a,Smiley Public Library; Redlands;,n/a,trees; shrubs;,n/a,Smiley Public Library; road; ,trees; shrubs;,Arts--architecture; Location profile;,Arts--architecture; Location profile;,This photograph depicts the Smiley Public Library in Redlands. The photograph was taken from the opposite side of the street.,n/a,No,
8/8/2013 15:56:48,JH,Redlands,14,1,87,Interior of the Library,Everitt,L.A. Eng. Co.,photograph,,not rotate,5; 6;,n/a,n/a,n/a,Smiley Public Library; Redlands;,n/a,n/a,books;,library; bookshelves; chair; ceiling fan; windows;,n/a,Location profile; Arts--architecture; Publics--spatial;,Location profile; Arts--architecture; Redlands; Smiley Public Library;,"This photograph depicts the interior of the Smiley Public Library in Redlands. The library is equipped with ceiling fans, book shelves, windows, and chairs.",n/a,No,
8/8/2013 18:23:00,JH,Redlands,14,1,88,Winter in Redlands,Everitt,L.A. Eng. Co.,photograph,,not rotate,3; 4; ,n/a,n/a,n/a,Redlands;,n/a,trees; vines;,n/a,house;,trees; vines;,Nature--climate; US Regionalism; Location profile;,Nature--climate; US Regionalism; Location profile; Redlands;,"This photograph depicts a house in Redlands, covered in vines, surrounded by trees. ",n/a,No,
8/8/2013 18:25:25,JH,Redlands,14,1,89,Residence of Henry Fisher,Everitt,L.A. Eng. Co.,photograph,,not rotate,3; 4; ,n/a,Henry Fisher,n/a,n/a,n/a,trees;,n/a,residence; road; ,trees; grass;,Standard of Living; Location profile; Arts--architecture;,Standard of Living; Location profile; Arts--architecture;,This photograph depicts the very large home of Henry Fisher in Redlands.,n/a,No,
8/8/2013 18:28:57,JH,Redlands,14,1,90,Bits of Canon Crest Park--Smiley Heights,Everitt,L.A. Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6; ,n/a,na/,n/a,Redlands; Smiley Heights;,n/a,trees; shrubs;,n/a,road; house;,trees; shrubs;,Location profile;,Location profile; Smiley Heights; Redlands;,Six photographs comprise this image. Five of the six photographs depict natural surroundings and streets in Smiley Heights. The sixth photograph depicts a large home.,n/a,No,
8/8/2013 18:31:20,JH,Redlands,14,1,91,Outlook from Canon Crest Park,n/a,n/a,photograph,,not rotate,3; 4; 5; 6; ,n/a,n/a,n/a,Canon Crest Park; Redlands;,n/a,trees; shrubs;,n/a,house; Canon Crest Park;,trees; shrubs,Publics--spatial; Location profile; ,Publics--spatial; Location profile; Redlands;,This photograph depicts an outlook from Canon Crest Park in Redlands. The photograph includes a house on a tree-lined road.,n/a,No,
8/8/2013 18:34:36,JH,freestanding,14,1,93,A Riverside Three-Year-Old,Squire,n/a,photograph,,not rotate,1; 2; 3; 4; ,child; European American; ,n/a,n/a,Riverside,n/a,trees,n/a,fence;,trees;,Age--childhood; Race and Ethnicity; US Regionalism; Peoples--European;,Age--childhood; US Regionalism; Riverside;,"A three-year-old child is pictured in this photograph, near a fence and a small tree.",n/a,No,
8/8/2013 18:36:41,JH,freestanding,14,1,93,A Riverside Nimrod,Squire,n/a,photograph,,not rotate,3; 4; 5; 6;,child; European American;,n/a,n/a,Riverside;,n/a,trees;,n/a,n/a,trees;,Age--childhood; US Regionalism; Race and Ethnicity; Peoples--European American;,Age--childhood; Riverside; US Regionalism; Peoples--European American;,This photograph depicts a young child standing in front of a tree. The child holds an unidentifiable object.,n/a,No,
8/10/2013 0:12:39,VMR,freestanding,11,1,2,The Keeper of the Camp,L. Maynard Dixon,L.A. Engraving Co. ,photograph,,no rotate,,Native American; ,,,,,,,Fire; Camp;,Night; ,Peoples--Indigenous; Fetishism; Storytelling;,Peoples--Indigenous; Fetishism; Storytelling; Fire,"Two people gather around a campfire.  A tall man in Native American dress stands looking down at the fire, as a another person sits on the ground facing him.  ",,,
8/10/2013 0:12:39,VMR,freestanding,11,1,2,The Keeper of the Camp,L. Maynard Dixon,L.A. Engraving Co. ,photograph,,no rotate,,Native American; ,,,,,,,Fire; Camp;,Night; ,Peoples--Indigenous; Fetishism; Storytelling;,Peoples--Indigenous; Fetishism; Storytelling; Fire,"Two people gather around a campfire.  A tall man in Native American dress stands looking down at the fire, as a another person sits on the ground facing him.  ",,,
